"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","month","day","hour","DLY-TAVG-NORMAL","meas_flag_DLY-TAVG-NORMAL","comp_flag_DLY-TAVG-NORMAL","years_DLY-TAVG-NORMAL","DLY-TMAX-NORMAL","meas_flag_DLY-TMAX-NORMAL","comp_flag_DLY-TMAX-NORMAL","years_DLY-TMAX-NORMAL","DLY-TMIN-NORMAL","meas_flag_DLY-TMIN-NORMAL","comp_flag_DLY-TMIN-NORMAL","years_DLY-TMIN-NORMAL","DLY-DUTR-NORMAL","meas_flag_DLY-DUTR-NORMAL","comp_flag_DLY-DUTR-NORMAL","years_DLY-DUTR-NORMAL","DLY-TAVG-STDDEV","meas_flag_DLY-TAVG-STDDEV","comp_flag_DLY-TAVG-STDDEV","years_DLY-TAVG-STDDEV","DLY-TMAX-STDDEV","meas_flag_DLY-TMAX-STDDEV","comp_flag_DLY-TMAX-STDDEV","years_DLY-TMAX-STDDEV","DLY-TMIN-STDDEV","meas_flag_DLY-TMIN-STDDEV","comp_flag_DLY-TMIN-STDDEV","years_DLY-TMIN-STDDEV","DLY-DUTR-STDDEV","meas_flag_DLY-DUTR-STDDEV","comp_flag_DLY-DUTR-STDDEV","years_DLY-DUTR-STDDEV","DLY-HTDD-NORMAL","meas_flag_DLY-HTDD-NORMAL","comp_flag_DLY-HTDD-NORMAL","years_DLY-HTDD-NORMAL","DLY-HTDD-BASE40","meas_flag_DLY-HTDD-BASE40","comp_flag_DLY-HTDD-BASE40","years_DLY-HTDD-BASE40","DLY-HTDD-BASE45","meas_flag_DLY-HTDD-BASE45","comp_flag_DLY-HTDD-BASE45","years_DLY-HTDD-BASE45","DLY-HTDD-BASE50","meas_flag_DLY-HTDD-BASE50","comp_flag_DLY-HTDD-BASE50","years_DLY-HTDD-BASE50","DLY-HTDD-BASE55","meas_flag_DLY-HTDD-BASE55","comp_flag_DLY-HTDD-BASE55","years_DLY-HTDD-BASE55","DLY-HTDD-BASE57","meas_flag_DLY-HTDD-BASE57","comp_flag_DLY-HTDD-BASE57","years_DLY-HTDD-BASE57","DLY-HTDD-BASE60","meas_flag_DLY-HTDD-BASE60","comp_flag_DLY-HTDD-BASE60","years_DLY-HTDD-BASE60","DLY-CLDD-NORMAL","meas_flag_DLY-CLDD-NORMAL","comp_flag_DLY-CLDD-NORMAL","years_DLY-CLDD-NORMAL","DLY-CLDD-BASE40","meas_flag_DLY-CLDD-BASE40","comp_flag_DLY-CLDD-BASE40","years_DLY-CLDD-BASE40","DLY-CLDD-BASE45","meas_flag_DLY-CLDD-BASE45","comp_flag_DLY-CLDD-BASE45","years_DLY-CLDD-BASE45","DLY-CLDD-BASE50","meas_flag_DLY-CLDD-BASE50","comp_flag_DLY-CLDD-BASE50","years_DLY-CLDD-BASE50","DLY-CLDD-BASE55","meas_flag_DLY-CLDD-BASE55","comp_flag_DLY-CLDD-BASE55","years_DLY-CLDD-BASE55","DLY-CLDD-BASE57","meas_flag_DLY-CLDD-BASE57","comp_flag_DLY-CLDD-BASE57","years_DLY-CLDD-BASE57","DLY-CLDD-BASE60","meas_flag_DLY-CLDD-BASE60","comp_flag_DLY-CLDD-BASE60","years_DLY-CLDD-BASE60","DLY-CLDD-BASE70","meas_flag_DLY-CLDD-BASE70","comp_flag_DLY-CLDD-BASE70","years_DLY-CLDD-BASE70","DLY-CLDD-BASE72","meas_flag_DLY-CLDD-BASE72","comp_flag_DLY-CLDD-BASE72","years_DLY-CLDD-BASE72","DLY-GRDD-BASE65","meas_flag_DLY-GRDD-BASE65","comp_flag_DLY-GRDD-BASE65","years_DLY-GRDD-BASE65","DLY-GRDD-BASE40","meas_flag_DLY-GRDD-BASE40","comp_flag_DLY-GRDD-BASE40","years_DLY-GRDD-BASE40","DLY-GRDD-BASE45","meas_flag_DLY-GRDD-BASE45","comp_flag_DLY-GRDD-BASE45","years_DLY-GRDD-BASE45","DLY-GRDD-BASE50","meas_flag_DLY-GRDD-BASE50","comp_flag_DLY-GRDD-BASE50","years_DLY-GRDD-BASE50","DLY-GRDD-BASE55","meas_flag_DLY-GRDD-BASE55","comp_flag_DLY-GRDD-BASE55","years_DLY-GRDD-BASE55","DLY-GRDD-BASE57","meas_flag_DLY-GRDD-BASE57","comp_flag_DLY-GRDD-BASE57","years_DLY-GRDD-BASE57","DLY-GRDD-BASE60","meas_flag_DLY-GRDD-BASE60","comp_flag_DLY-GRDD-BASE60","years_DLY-GRDD-BASE60","DLY-GRDD-BASE70","meas_flag_DLY-GRDD-BASE70","comp_flag_DLY-GRDD-BASE70","years_DLY-GRDD-BASE70","DLY-GRDD-BASE72","meas_flag_DLY-GRDD-BASE72","comp_flag_DLY-GRDD-BASE72","years_DLY-GRDD-BASE72","DLY-GRDD-TB4886","meas_flag_DLY-GRDD-TB4886","comp_flag_DLY-GRDD-TB4886","years_DLY-GRDD-TB4886","DLY-GRDD-TB5086","meas_flag_DLY-GRDD-TB5086","comp_flag_DLY-GRDD-TB5086","years_DLY-GRDD-TB5086","DLY-PRCP-PCTALL-GE001HI","meas_flag_DLY-PRCP-PCTALL-GE001HI","comp_flag_DLY-PRCP-PCTALL-GE001HI","years_DLY-PRCP-PCTALL-GE001HI","DLY-PRCP-PCTALL-GE010HI","meas_flag_DLY-PRCP-PCTALL-GE010HI","comp_flag_DLY-PRCP-PCTALL-GE010HI","years_DLY-PRCP-PCTALL-GE010HI","DLY-PRCP-PCTALL-GE025HI","meas_flag_DLY-PRCP-PCTALL-GE025HI","comp_flag_DLY-PRCP-PCTALL-GE025HI","years_DLY-PRCP-PCTALL-GE025HI","DLY-PRCP-PCTALL-GE050HI","meas_flag_DLY-PRCP-PCTALL-GE050HI","comp_flag_DLY-PRCP-PCTALL-GE050HI","years_DLY-PRCP-PCTALL-GE050HI","DLY-PRCP-PCTALL-GE100HI","meas_flag_DLY-PRCP-PCTALL-GE100HI","comp_flag_DLY-PRCP-PCTALL-GE100HI","years_DLY-PRCP-PCTALL-GE100HI","DLY-PRCP-PCTALL-GE200HI","meas_flag_DLY-PRCP-PCTALL-GE200HI","comp_flag_DLY-PRCP-PCTALL-GE200HI","years_DLY-PRCP-PCTALL-GE200HI","DLY-PRCP-PCTALL-GE400HI","meas_flag_DLY-PRCP-PCTALL-GE400HI","comp_flag_DLY-PRCP-PCTALL-GE400HI","years_DLY-PRCP-PCTALL-GE400HI","DLY-PRCP-PCTALL-GE600HI","meas_flag_DLY-PRCP-PCTALL-GE600HI","comp_flag_DLY-PRCP-PCTALL-GE600HI","years_DLY-PRCP-PCTALL-GE600HI","DLY-PRCP-25PCTL","meas_flag_DLY-PRCP-25PCTL","comp_flag_DLY-PRCP-25PCTL","years_DLY-PRCP-25PCTL","DLY-PRCP-50PCTL","meas_flag_DLY-PRCP-50PCTL","comp_flag_DLY-PRCP-50PCTL","years_DLY-PRCP-50PCTL","DLY-PRCP-75PCTL","meas_flag_DLY-PRCP-75PCTL","comp_flag_DLY-PRCP-75PCTL","years_DLY-PRCP-75PCTL","MTD-PRCP-NORMAL","meas_flag_MTD-PRCP-NORMAL","comp_flag_MTD-PRCP-NORMAL","years_MTD-PRCP-NORMAL","YTD-PRCP-NORMAL","meas_flag_YTD-PRCP-NORMAL","comp_flag_YTD-PRCP-NORMAL","years_YTD-PRCP-NORMAL"
"USW00014762","06-14"," 40.3547"," -79.9217"," 380.4","PITTSBURGH ALLEGHENY CO AP, PA US","06","14","99","    69.7"," ","R","15","    79.0"," ","R","15","    60.4"," ","R","15","    18.6"," ","R","15","     5.2"," ","R","15","     6.0"," ","R","15","     5.5"," ","R","15","     5.0"," ","R","15","     0.5"," ","R","15","     0.0"," ","R","15","     0.0"," ","R","15","     0.0"," ","R","15","     0.0","X","R","15","     0.0","X","R","15","     0.1"," ","R","15","     5.2"," ","R","15","    29.7"," ","R","15","    24.7"," ","R","15","    19.7"," ","R","15","    14.7"," ","R","15","    12.7"," ","R","15","     9.8"," ","R","15","     1.8"," ","R","15","     1.0"," ","R","15","     5.2"," ","R","15","    29.7"," ","R","15","    24.7"," ","R","15","    19.7"," ","R","15","    14.7"," ","R","15","    12.7"," ","R","15","     9.8"," ","R","15","     1.8"," ","R","15","     1.0"," ","R","15","    21.6"," ","R","15","    19.6"," ","R","15","    46.6"," ","S","15","    28.0"," ","S","15","    19.5"," ","S","15","    11.7"," ","S","15","     4.6"," ","S","15","     1.1"," ","S","15","     0.0"," ","S","15","     0.0"," ","S","15","    0.04"," ","S","15","    0.16"," ","S","15","    0.48"," ","S","15","    2.43"," ","S","14","   18.82"," ","S","14"
"USW00014762","06-15"," 40.3547"," -79.9217"," 380.4","PITTSBURGH ALLEGHENY CO AP, PA US","06","15","99","    69.9"," ","R","15","    79.2"," ","R","15","    60.6"," ","R","15","    18.6"," ","R","15","     5.1"," ","R","15","     6.0"," ","R","15","     5.4"," ","R","15","     5.0"," ","R","15","     0.5"," ","R","15","     0.0"," ","R","15","     0.0"," ","R","15","     0.0"," ","R","15","     0.0","X","R","15","     0.0","X","R","15","     0.1"," ","R","15","     5.3"," ","R","15","    29.9"," ","R","15","    24.9"," ","R","15","    19.9"," ","R","15","    14.9"," ","R","15","    12.9"," ","R","15","    10.0"," ","R","15","     1.9"," ","R","15","     1.0"," ","R","15","     5.3"," ","R","15","    29.9"," ","R","15","    24.9"," ","R","15","    19.9"," ","R","15","    14.9"," ","R","15","    12.9"," ","R","15","    10.0"," ","R","15","     1.9"," ","R","15","     1.0"," ","R","15","    21.8"," ","R","15","    19.8"," ","R","15","    46.7"," ","S","15","    28.1"," ","S","15","    19.6"," ","S","15","    11.8"," ","S","15","     4.7"," ","S","15","     1.1"," ","S","15","     0.0"," ","S","15","     0.0"," ","S","15","    0.04"," ","S","15","    0.16"," ","S","15","    0.49"," ","S","15","    2.62"," ","S","14","   19.01"," ","S","14"
"USW00014762","06-16"," 40.3547"," -79.9217"," 380.4","PITTSBURGH ALLEGHENY CO AP, PA US","06","16","99","    70.1"," ","R","15","    79.4"," ","R","15","    60.8"," ","R","15","    18.6"," ","R","15","     5.1"," ","R","15","     5.9"," ","R","15","     5.4"," ","R","15","     5.0"," ","R","15","     0.4"," ","R","15","     0.0"," ","R","15","     0.0"," ","R","15","     0.0"," ","R","15","     0.0","X","R","15","     0.0","X","R","15","     0.1"," ","R","15","     5.5"," ","R","15","    30.1"," ","R","15","    25.1"," ","R","15","    20.1"," ","R","15","    15.1"," ","R","15","    13.1"," ","R","15","    10.2"," ","R","15","     2.0"," ","R","15","     1.1"," ","R","15","     5.5"," ","R","15","    30.1"," ","R","15","    25.1"," ","R","15","    20.1"," ","R","15","    15.1"," ","R","15","    13.1"," ","R","15","    10.2"," ","R","15","     2.0"," ","R","15","     1.1"," ","R","15","    22.0"," ","R","15","    20.0"," ","R","15","    46.8"," ","S","15","    28.2"," ","S","15","    19.8"," ","S","15","    11.9"," ","S","15","     4.7"," ","S","15","     1.1"," ","S","15","     0.0"," ","S","15","     0.0"," ","S","15","    0.04"," ","S","15","    0.16"," ","S","15","    0.49"," ","S","15","    2.80"," ","S","14","   19.19"," ","S","14"
"USW00014762","06-17"," 40.3547"," -79.9217"," 380.4","PITTSBURGH ALLEGHENY CO AP, PA US","06","17","99","    70.3"," ","R","15","    79.6"," ","R","15","    61.0"," ","R","15","    18.6"," ","R","15","     5.1"," ","R","15","     5.9"," ","R","15","     5.3"," ","R","15","     4.9"," ","R","15","     0.3"," ","R","15","     0.0"," ","R","15","     0.0"," ","R","15","     0.0"," ","R","15","     0.0"," ","R","15","     0.0","X","R","15","     0.1"," ","R","15","     5.6"," ","R","15","    30.3"," ","R","15","    25.3"," ","R","15","    20.3"," ","R","15","    15.3"," ","R","15","    13.3"," ","R","15","    10.3"," ","R","15","     2.0"," ","R","15","     1.1"," ","R","15","     5.6"," ","R","15","    30.3"," ","R","15","    25.3"," ","R","15","    20.3"," ","R","15","    15.3"," ","R","15","    13.3"," ","R","15","    10.3"," ","R","15","     2.0"," ","R","15","     1.1"," ","R","15","    22.2"," ","R","15","    20.2"," ","R","15","    46.8"," ","S","15","    28.3"," ","S","15","    20.0"," ","S","15","    12.0"," ","S","15","     4.8"," ","S","15","     1.1"," ","S","15","     0.0"," ","S","15","     0.0"," ","S","15","    0.04"," ","S","15","    0.16"," ","S","15","    0.50"," ","S","15","    2.98"," ","S","14","   19.37"," ","S","14"
"USW00014762","06-18"," 40.3547"," -79.9217"," 380.4","PITTSBURGH ALLEGHENY CO AP, PA US","06","18","99","    70.5"," ","R","15","    79.8"," ","R","15","    61.2"," ","R","15","    18.6"," ","R","15","     5.0"," ","R","15","     5.9"," ","R","15","     5.3"," ","R","15","     4.9"," ","R","15","     0.3"," ","R","15","     0.0"," ","R","15","     0.0"," ","R","15","     0.0"," ","R","15","     0.0"," ","R","15","     0.0","X","R","15","     0.0","X","R","15","     5.8"," ","R","15","    30.5"," ","R","15","    25.5"," ","R","15","    20.5"," ","R","15","    15.5"," ","R","15","    13.5"," ","R","15","    10.5"," ","R","15","     2.1"," ","R","15","     1.2"," ","R","15","     5.8"," ","R","15","    30.5"," ","R","15","    25.5"," ","R","15","    20.5"," ","R","15","    15.5"," ","R","15","    13.5"," ","R","15","    10.5"," ","R","15","     2.1"," ","R","15","     1.2"," ","R","15","    22.4"," ","R","15","    20.4"," ","R","15","    46.9"," ","S","15","    28.4"," ","S","15","    20.1"," ","S","15","    12.1"," ","S","15","     4.8"," ","S","15","     1.0"," ","S","15","     0.0"," ","S","15","     0.0"," ","S","15","    0.04"," ","S","15","    0.16"," ","S","15","    0.50"," ","S","15","    3.16"," ","S","14","   19.55"," ","S","14"
"USW00014762","06-19"," 40.3547"," -79.9217"," 380.4","PITTSBURGH ALLEGHENY CO AP, PA US","06","19","99","    70.7"," ","R","15","    80.0"," ","R","15","    61.4"," ","R","15","    18.6"," ","R","15","     5.0"," ","R","15","     5.9"," ","R","15","     5.2"," ","R","15","     4.9"," ","R","15","     0.3"," ","R","15","     0.0"," ","R","15","     0.0"," ","R","15","     0.0"," ","R","15","     0.0"," ","R","15","     0.0","X","R","15","     0.0","X","R","15","     5.9"," ","R","15","    30.7"," ","R","15","    25.7"," ","R","15","    20.7"," ","R","15","    15.7"," ","R","15","    13.7"," ","R","15","    10.7"," ","R","15","     2.2"," ","R","15","     1.2"," ","R","15","     5.9"," ","R","15","    30.7"," ","R","15","    25.7"," ","R","15","    20.7"," ","R","15","    15.7"," ","R","15","    13.7"," ","R","15","    10.7"," ","R","15","     2.2"," ","R","15","     1.2"," ","R","15","    22.5"," ","R","15","    20.6"," ","R","15","    46.9"," ","S","15","    28.4"," ","S","15","    20.2"," ","S","15","    12.1"," ","S","15","     4.7"," ","S","15","     1.0"," ","S","15","     0.0"," ","S","15","     0.0"," ","S","15","    0.04"," ","S","15","    0.16"," ","S","15","    0.50"," ","S","15","    3.34"," ","S","14","   19.73"," ","S","14"
"USW00014762","06-20"," 40.3547"," -79.9217"," 380.4","PITTSBURGH ALLEGHENY CO AP, PA US","06","20","99","    70.9"," ","R","15","    80.2"," ","R","15","    61.6"," ","R","15","    18.6"," ","R","15","     5.0"," ","R","15","     5.9"," ","R","15","     5.2"," ","R","15","     4.9"," ","R","15","     0.2"," ","R","15","     0.0"," ","R","15","     0.0"," ","R","15","     0.0"," ","R","15","     0.0"," ","R","15","     0.0","X","R","15","     0.0","X","R","15","     6.1"," ","R","15","    30.9"," ","R","15","    25.9"," ","R","15","    20.9"," ","R","15","    15.9"," ","R","15","    13.9"," ","R","15","    10.9"," ","R","15","     2.3"," ","R","15","     1.3"," ","R","15","     6.1"," ","R","15","    30.9"," ","R","15","    25.9"," ","R","15","    20.9"," ","R","15","    15.9"," ","R","15","    13.9"," ","R","15","    10.9"," ","R","15","     2.3"," ","R","15","     1.3"," ","R","15","    22.7"," ","R","15","    20.7"," ","R","15","    46.9"," ","S","15","    28.4"," ","S","15","    20.2"," ","S","15","    12.0"," ","S","15","     4.7"," ","S","15","     1.0"," ","S","15","     0.0"," ","S","15","     0.0"," ","S","15","    0.04"," ","S","15","    0.16"," ","S","15","    0.50"," ","S","15","    3.52"," ","S","14","   19.91"," ","S","14"
"USW00014762","06-21"," 40.3547"," -79.9217"," 380.4","PITTSBURGH ALLEGHENY CO AP, PA US","06","21","99","    71.1"," ","R","15","    80.4"," ","R","15","    61.8"," ","R","15","    18.7"," ","R","15","     4.9"," ","R","15","     5.8"," ","R","15","     5.2"," ","R","15","     4.9"," ","R","15","     0.2"," ","R","15","     0.0"," ","R","15","     0.0"," ","R","15","     0.0"," ","R","15","     0.0"," ","R","15","     0.0","X","R","15","     0.0","X","R","15","     6.3"," ","R","15","    31.1"," ","R","15","    26.1"," ","R","15","    21.1"," ","R","15","    16.1"," ","R","15","    14.1"," ","R","15","    11.1"," ","R","15","     2.4"," ","R","15","     1.3"," ","R","15","     6.3"," ","R","15","    31.1"," ","R","15","    26.1"," ","R","15","    21.1"," ","R","15","    16.1"," ","R","15","    14.1"," ","R","15","    11.1"," ","R","15","     2.4"," ","R","15","     1.3"," ","R","15","    22.9"," ","R","15","    20.9"," ","R","15","    46.8"," ","S","15","    28.4"," ","S","15","    20.2"," ","S","15","    12.0"," ","S","15","     4.7"," ","S","15","     1.0"," ","S","15","     0.0"," ","S","15","     0.0"," ","S","15","    0.04"," ","S","15","    0.16"," ","S","15","    0.50"," ","S","15","    3.69"," ","S","14","   20.08"," ","S","14"
"USW00014762","06-22"," 40.3547"," -79.9217"," 380.4","PITTSBURGH ALLEGHENY CO AP, PA US","06","22","99","    71.3"," ","R","15","    80.6"," ","R","15","    61.9"," ","R","15","    18.7"," ","R","15","     4.9"," ","R","15","     5.8"," ","R","15","     5.1"," ","R","15","     4.9"," ","R","15","     0.2"," ","R","15","     0.0"," ","R","15","     0.0"," ","R","15","     0.0"," ","R","15","     0.0"," ","R","15","     0.0","X","R","15","     0.0","X","R","15","     6.5"," ","R","15","    31.3"," ","R","15","    26.3"," ","R","15","    21.3"," ","R","15","    16.3"," ","R","15","    14.3"," ","R","15","    11.3"," ","R","15","     2.5"," ","R","15","     1.4"," ","R","15","     6.5"," ","R","15","    31.3"," ","R","15","    26.3"," ","R","15","    21.3"," ","R","15","    16.3"," ","R","15","    14.3"," ","R","15","    11.3"," ","R","15","     2.5"," ","R","15","     1.4"," ","R","15","    23.1"," ","R","15","    21.1"," ","R","15","    46.7"," ","S","15","    28.4"," ","S","15","    20.2"," ","S","15","    11.9"," ","S","15","     4.7"," ","S","15","     1.0"," ","S","15","     0.0"," ","S","15","     0.0"," ","S","15","    0.04"," ","S","15","    0.17"," ","S","15","    0.50"," ","S","15","    3.88"," ","S","14","   20.27"," ","S","14"
"USW00014762","06-23"," 40.3547"," -79.9217"," 380.4","PITTSBURGH ALLEGHENY CO AP, PA US","06","23","99","    71.5"," ","R","15","    80.8"," ","R","15","    62.1"," ","R","15","    18.7"," ","R","15","     4.9"," ","R","15","     5.8"," ","R","15","     5.1"," ","R","15","     4.9"," ","R","15","     0.2"," ","R","15","     0.0"," ","R","15","     0.0"," ","R","15","     0.0"," ","R","15","     0.0"," ","R","15","     0.0"," ","R","15","     0.0","X","R","15","     6.6"," ","R","15","    31.5"," ","R","15","    26.5"," ","R","15","    21.5"," ","R","15","    16.5"," ","R","15","    14.5"," ","R","15","    11.5"," ","R","15","     2.7"," ","R","15","     1.5"," ","R","15","     6.6"," ","R","15","    31.5"," ","R","15","    26.5"," ","R","15","    21.5"," ","R","15","    16.5"," ","R","15","    14.5"," ","R","15","    11.5"," ","R","15","     2.7"," ","R","15","     1.5"," ","R","15","    23.2"," ","R","15","    21.2"," ","R","15","    46.5"," ","S","15","    28.3"," ","S","15","    20.1"," ","S","15","    11.8"," ","S","15","     4.6"," ","S","15","     1.0"," ","S","15","     0.0"," ","S","15","     0.0"," ","S","15","    0.04"," ","S","15","    0.17"," ","S","15","    0.50"," ","S","15","    4.06"," ","S","14","   20.45"," ","S","14"
"USW00014762","06-24"," 40.3547"," -79.9217"," 380.4","PITTSBURGH ALLEGHENY CO AP, PA US","06","24","99","    71.7"," ","R","15","    81.0"," ","R","15","    62.3"," ","R","15","    18.7"," ","R","15","     4.8"," ","R","15","     5.8"," ","R","15","     5.0"," ","R","15","     4.8"," ","R","15","     0.2"," ","R","15","     0.0"," ","R","15","     0.0"," ","R","15","     0.0"," ","R","15","     0.0"," ","R","15","     0.0"," ","R","15","     0.0","X","R","15","     6.8"," ","R","15","    31.7"," ","R","15","    26.7"," ","R","15","    21.7"," ","R","15","    16.7"," ","R","15","    14.7"," ","R","15","    11.7"," ","R","15","     2.8"," ","R","15","     1.7"," ","R","15","     6.8"," ","R","15","    31.7"," ","R","15","    26.7"," ","R","15","    21.7"," ","R","15","    16.7"," ","R","15","    14.7"," ","R","15","    11.7"," ","R","15","     2.8"," ","R","15","     1.7"," ","R","15","    23.4"," ","R","15","    21.4"," ","R","15","    46.4"," ","S","15","    28.2"," ","S","15","    20.0"," ","S","15","    11.7"," ","S","15","     4.6"," ","S","15","     1.0"," ","S","15","     0.0"," ","S","15","     0.0"," ","S","15","    0.04"," ","S","15","    0.16"," ","S","15","    0.49"," ","S","15","    4.25"," ","S","14","   20.64"," ","S","14"
"USW00014762","06-25"," 40.3547"," -79.9217"," 380.4","PITTSBURGH ALLEGHENY CO AP, PA US","06","25","99","    71.9"," ","R","15","    81.2"," ","R","15","    62.5"," ","R","15","    18.7"," ","R","15","     4.8"," ","R","15","     5.7"," ","R","15","     5.0"," ","R","15","     4.8"," ","R","15","     0.1"," ","R","15","     0.0"," ","R","15","     0.0"," ","R","15","     0.0"," ","R","15","     0.0"," ","R","15","     0.0"," ","R","15","     0.0","X","R","15","     7.0"," ","R","15","    31.9"," ","R","15","    26.9"," ","R","15","    21.9"," ","R","15","    16.9"," ","R","15","    14.9"," ","R","15","    11.9"," ","R","15","     3.0"," ","R","15","     1.8"," ","R","15","     7.0"," ","R","15","    31.9"," ","R","15","    26.9"," ","R","15","    21.9"," ","R","15","    16.9"," ","R","15","    14.9"," ","R","15","    11.9"," ","R","15","     3.0"," ","R","15","     1.8"," ","R","15","    23.5"," ","R","15","    21.5"," ","R","15","    46.3"," ","S","15","    28.1"," ","S","15","    19.9"," ","S","15","    11.6"," ","S","15","     4.6"," ","S","15","     0.9"," ","S","15","     0.0"," ","S","15","     0.0"," ","S","15","    0.04"," ","S","15","    0.16"," ","S","15","    0.49"," ","S","15","    4.43"," ","S","14","   20.82"," ","S","14"
"USW00014762","06-26"," 40.3547"," -79.9217"," 380.4","PITTSBURGH ALLEGHENY CO AP, PA US","06","26","99","    72.0"," ","R","15","    81.4"," ","R","15","    62.7"," ","R","15","    18.7"," ","R","15","     4.8"," ","R","15","     5.7"," ","R","15","     5.0"," ","R","15","     4.8"," ","R","15","     0.1"," ","R","15","     0.0"," ","R","15","     0.0"," ","R","15","     0.0"," ","R","15","     0.0"," ","R","15","     0.0"," ","R","15","     0.0","X","R","15","     7.2"," ","R","15","    32.0"," ","R","15","    27.0"," ","R","15","    22.0"," ","R","15","    17.0"," ","R","15","    15.0"," ","R","15","    12.0"," ","R","15","     3.1"," ","R","15","     2.0"," ","R","15","     7.2"," ","R","15","    32.0"," ","R","15","    27.0"," ","R","15","    22.0"," ","R","15","    17.0"," ","R","15","    15.0"," ","R","15","    12.0"," ","R","15","     3.1"," ","R","15","     2.0"," ","R","15","    23.7"," ","R","15","    21.7"," ","R","15","    46.1"," ","S","15","    28.1"," ","S","15","    19.8"," ","S","15","    11.5"," ","S","15","     4.6"," ","S","15","     0.9"," ","S","15","     0.0"," ","S","15","     0.0"," ","S","15","    0.05"," ","S","15","    0.17"," ","S","15","    0.49"," ","S","15","    4.62"," ","S","14","   21.01"," ","S","14"
"USW00014762","06-27"," 40.3547"," -79.9217"," 380.4","PITTSBURGH ALLEGHENY CO AP, PA US","06","27","99","    72.2"," ","R","15","    81.6"," ","R","15","    62.9"," ","R","15","    18.7"," ","R","15","     4.7"," ","R","15","     5.7"," ","R","15","     4.9"," ","R","15","     4.8"," ","R","15","     0.1"," ","R","15","     0.0"," ","R","15","     0.0"," ","R","15","     0.0"," ","R","15","     0.0"," ","R","15","     0.0"," ","R","15","     0.0","X","R","15","     7.3"," ","R","15","    32.2"," ","R","15","    27.2"," ","R","15","    22.2"," ","R","15","    17.2"," ","R","15","    15.2"," ","R","15","    12.2"," ","R","15","     3.3"," ","R","15","     2.1"," ","R","15","     7.3"," ","R","15","    32.2"," ","R","15","    27.2"," ","R","15","    22.2"," ","R","15","    17.2"," ","R","15","    15.2"," ","R","15","    12.2"," ","R","15","     3.3"," ","R","15","     2.1"," ","R","15","    23.8"," ","R","15","    21.8"," ","R","15","    46.0"," ","S","15","    28.1"," ","S","15","    19.8"," ","S","15","    11.4"," ","S","15","     4.5"," ","S","15","     0.9"," ","S","15","     0.0"," ","S","15","     0.0"," ","S","15","    0.05"," ","S","15","    0.17"," ","S","15","    0.48"," ","S","15","    4.81"," ","S","14","   21.20"," ","S","14"
"USW00014762","06-28"," 40.3547"," -79.9217"," 380.4","PITTSBURGH ALLEGHENY CO AP, PA US","06","28","99","    72.4"," ","R","15","    81.8"," ","R","15","    63.0"," ","R","15","    18.7"," ","R","15","     4.7"," ","R","15","     5.6"," ","R","15","     4.9"," ","R","15","     4.7"," ","R","15","     0.1"," ","R","15","     0.0"," ","R","15","     0.0"," ","R","15","     0.0"," ","R","15","     0.0"," ","R","15","     0.0"," ","R","15","     0.0","X","R","15","     7.5"," ","R","15","    32.4"," ","R","15","    27.4"," ","R","15","    22.4"," ","R","15","    17.4"," ","R","15","    15.4"," ","R","15","    12.4"," ","R","15","     3.4"," ","R","15","     2.2"," ","R","15","     7.5"," ","R","15","    32.4"," ","R","15","    27.4"," ","R","15","    22.4"," ","R","15","    17.4"," ","R","15","    15.4"," ","R","15","    12.4"," ","R","15","     3.4"," ","R","15","     2.2"," ","R","15","    24.0"," ","R","15","    22.0"," ","R","15","    45.8"," ","S","15","    28.1"," ","S","15","    19.7"," ","S","15","    11.3"," ","S","15","     4.5"," ","S","15","     0.9"," ","S","15","     0.0"," ","S","15","     0.0"," ","S","15","    0.05"," ","S","15","    0.17"," ","S","15","    0.48"," ","S","15","    5.00"," ","S","14","   21.39"," ","S","14"
"USW00014762","06-29"," 40.3547"," -79.9217"," 380.4","PITTSBURGH ALLEGHENY CO AP, PA US","06","29","99","    72.6"," ","R","15","    81.9"," ","R","15","    63.2"," ","R","15","    18.7"," ","R","15","     4.7"," ","R","15","     5.6"," ","R","15","     4.9"," ","R","15","     4.7"," ","R","15","     0.1"," ","R","15","     0.0"," ","R","15","     0.0"," ","R","15","     0.0"," ","R","15","     0.0"," ","R","15","     0.0"," ","R","15","     0.0","X","R","15","     7.7"," ","R","15","    32.6"," ","R","15","    27.6"," ","R","15","    22.6"," ","R","15","    17.6"," ","R","15","    15.6"," ","R","15","    12.6"," ","R","15","     3.6"," ","R","15","     2.3"," ","R","15","     7.7"," ","R","15","    32.6"," ","R","15","    27.6"," ","R","15","    22.6"," ","R","15","    17.6"," ","R","15","    15.6"," ","R","15","    12.6"," ","R","15","     3.6"," ","R","15","     2.3"," ","R","15","    24.1"," ","R","15","    22.1"," ","R","15","    45.6"," ","S","15","    28.1"," ","S","15","    19.6"," ","S","15","    11.1"," ","S","15","     4.4"," ","S","15","     0.9"," ","S","15","     0.0"," ","S","15","     0.0"," ","S","15","    0.05"," ","S","15","    0.17"," ","S","15","    0.48"," ","S","15","    5.18"," ","S","14","   21.57"," ","S","14"
